OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,OrderLineItem,OrderQuantity
01/15/2022,09/03/2022,2954,116,303,1,1
11/21/2022,06/17/2022,2955,209,1332,1,1
01/20/2022,06/17/2022,2956,192,1101,1,1
01/21/2022,12/19/2022,2957,161,369,1,1
06/21/2022,10/20/2022,2958,184,1747,1,1
04/23/2022,05/13/2022,2959,107,1463,1,1
05/29/2022,02/18/2022,2960,198,1380,1,1
06/11/2022,03/23/2022,2961,130,486,1,1
01/30/2022,09/07/2022,2962,189,182,1,1
03/28/2022,02/24/2022,2963,140,498,1,1
10/11/2022,08/06/2022,2964,197,1952,1,1
11/21/2022,12/26/2022,2965,130,1834,1,1
11/26/2022,12/10/2022,2966,148,1184,1,1
10/25/2022,07/13/2022,2967,195,1233,1,1
11/17/2022,01/22/2022,2968,186,562,1,1
12/22/2022,01/08/2022,2969,182,655,1,1
12/13/2022,07/19/2022,2970,179,1662,1,1
02/15/2022,12/22/2022,2971,106,448,1,1
07/21/2022,06/14/2022,2972,203,1669,1,1
08/20/2022,09/18/2022,2973,158,1416,1,1
07/08/2022,03/02/2022,2974,111,1854,1,1
01/09/2022,12/06/2022,2975,101,318,1,1
11/15/2022,12/26/2022,2976,162,1749,1,1
09/24/2022,01/20/2022,2977,165,441,1,1
05/09/2022,01/06/2022,2978,103,1540,1,1
03/07/2022,03/24/2022,2979,130,682,1,1
08/04/2022,06/13/2022,2980,122,1889,1,1
11/18/2022,04/11/2022,2981,110,1415,1,1
10/10/2022,07/03/2022,2982,148,1313,1,1
07/10/2022,04/09/2022,2983,169,661,1,1
09/18/2022,10/30/2022,2984,180,1735,1,1
08/13/2022,11/10/2022,2985,118,344,1,1
07/15/2022,09/24/2022,2986,166,879,1,1
01/20/2022,02/06/2022,2987,176,122,1,1
10/02/2022,07/21/2022,2988,109,377,1,1
01/12/2022,05/11/2022,2989,156,1252,1,1
10/29/2022,02/06/2022,2990,114,1183,1,1
07/04/2022,01/22/2022,2991,138,918,1,1
04/27/2022,03/22/2022,2992,173,1977,1,1
10/21/2022,07/20/2022,2993,115,1286,1,1
11/16/2022,08/18/2022,2994,121,1817,1,1
01/03/2022,10/19/2022,2995,135,683,1,1
07/01/2022,11/27/2022,2996,170,452,1,1
10/11/2022,04/23/2022,2997,156,1747,1,1
10/20/2022,07/08/2022,2998,111,113,1,1
11/23/2022,01/12/2022,2999,182,816,1,1
02/16/2022,04/13/2022,3000,140,1292,1,1
10/31/2022,11/18/2022,3001,163,291,1,1
09/11/2022,01/02/2022,3002,178,141,1,1
05/18/2022,05/15/2022,3003,198,1999,1,1
11/17/2022,08/17/2022,3004,108,247,1,1
12/11/2022,09/15/2022,3005,149,1833,1,1
04/23/2022,10/31/2022,3006,197,512,1,1
08/29/2022,02/07/2022,3007,120,98,1,1
10/22/2022,03/21/2022,3008,173,482,1,1
10/03/2022,06/21/2022,3009,111,1097,1,1
10/14/2022,02/04/2022,3010,132,239,1,1
09/27/2022,03/01/2022,3011,146,1222,1,1
08/03/2022,08/16/2022,3012,101,115,1,1
09/14/2022,11/07/2022,3013,111,536,1,1
07/12/2022,02/03/2022,3014,144,599,1,1
06/21/2022,06/11/2022,3015,169,1917,1,1
04/19/2022,07/21/2022,3016,150,385,1,1
12/18/2022,08/03/2022,3017,100,1139,1,1
07/23/2022,11/29/2022,3018,176,142,1,1
02/05/2022,03/31/2022,3019,137,261,1,1
09/27/2022,12/06/2022,3020,138,1234,1,1
10/24/2022,04/03/2022,3021,170,800,1,1
11/22/2022,12/16/2022,3022,150,237,1,1
07/29/2022,11/23/2022,3023,106,1460,1,1
04/21/2022,03/22/2022,3024,206,1570,1,1
08/07/2022,11/04/2022,3025,202,1653,1,1
10/31/2022,09/03/2022,3026,181,244,1,1
04/25/2022,10/08/2022,3027,146,1630,1,1
08/23/2022,08/23/2022,3028,100,971,1,1
12/16/2022,06/08/2022,3029,182,1341,1,1
07/25/2022,04/08/2022,3030,169,965,1,1
08/11/2022,05/30/2022,3031,211,64,1,1
10/03/2022,04/02/2022,3032,191,1831,1,1
12/17/2022,09/06/2022,3033,155,1176,1,1
12/13/2022,05/01/2022,3034,109,1156,1,1
10/26/2022,02/15/2022,3035,119,1769,1,1
03/11/2022,01/31/2022,3036,145,1587,1,1
01/30/2022,06/12/2022,3037,156,1608,1,1
03/24/2022,05/01/2022,3038,111,247,1,1
08/10/2022,11/03/2022,3039,138,1746,1,1
06/16/2022,03/14/2022,3040,140,628,1,1
12/11/2022,12/19/2022,3041,151,1615,1,1
10/02/2022,02/28/2022,3042,135,1292,1,1
05/06/2022,08/15/2022,3043,139,460,1,1
02/20/2022,01/01/2022,3044,100,961,1,1
10/25/2022,07/21/2022,3045,118,810,1,1
07/29/2022,01/05/2022,3046,182,251,1,1
07/27/2022,04/08/2022,3047,208,1797,1,1
05/31/2022,12/22/2022,3048,140,3,1,1
04/18/2022,08/05/2022,3049,101,1473,1,1
10/27/2022,01/23/2022,3050,144,1874,1,1
03/14/2022,01/30/2022,3051,117,1057,1,1
07/11/2022,06/07/2022,3052,209,381,1,1
04/04/2022,06/05/2022,3053,198,1831,1,1
05/20/2022,09/09/2022,3054,107,1431,1,1
04/12/2022,06/18/2022,3055,130,233,1,1
06/18/2022,11/13/2022,3056,206,396,1,1
10/23/2022,01/20/2022,3057,138,1696,1,1
11/26/2022,04/21/2022,3058,156,374,1,1
09/15/2022,06/04/2022,3059,155,1112,1,1
04/09/2022,03/23/2022,3060,151,1553,1,1
08/29/2022,08/23/2022,3061,140,1102,1,1
08/19/2022,11/28/2022,3062,166,678,1,1
09/14/2022,10/01/2022,3063,124,518,1,1
09/27/2022,02/13/2022,3064,168,291,1,1
12/02/2022,07/09/2022,3065,123,1022,1,1
01/06/2022,10/12/2022,3066,181,124,1,1
05/16/2022,09/02/2022,3067,108,77,1,1
02/24/2022,09/18/2022,3068,127,1093,1,1
10/21/2022,10/03/2022,3069,115,1428,1,1
06/26/2022,10/13/2022,3070,116,938,1,1
05/07/2022,05/04/2022,3071,204,1617,1,1
09/18/2022,10/23/2022,3072,124,383,1,1
08/06/2022,03/22/2022,3073,155,388,1,1
06/29/2022,08/06/2022,3074,140,111,1,1
02/25/2022,10/03/2022,3075,164,258,1,1
06/29/2022,02/26/2022,3076,156,853,1,1
10/02/2022,01/10/2022,3077,134,1015,1,1
07/11/2022,03/19/2022,3078,180,1825,1,1
03/05/2022,12/18/2022,3079,187,1533,1,1
01/03/2022,03/02/2022,3080,157,1719,1,1
03/31/2022,09/28/2022,3081,176,1273,1,1
04/12/2022,08/29/2022,3082,205,1809,1,1
04/24/2022,03/05/2022,3083,158,216,1,1
08/26/2022,09/17/2022,3084,157,626,1,1
02/25/2022,01/16/2022,3085,127,1042,1,1
10/15/2022,05/23/2022,3086,141,1862,1,1
02/25/2022,02/12/2022,3087,197,470,1,1
12/20/2022,04/14/2022,3088,119,1699,1,1
05/10/2022,07/12/2022,3089,175,225,1,1
08/13/2022,11/15/2022,3090,165,365,1,1
05/19/2022,03/03/2022,3091,143,1474,1,1
12/21/2022,12/05/2022,3092,105,1829,1,1
09/04/2022,02/01/2022,3093,192,1240,1,1
01/06/2022,02/13/2022,3094,104,53,1,1
11/05/2022,12/16/2022,3095,210,602,1,1
02/20/2022,03/15/2022,3096,200,834,1,1
05/10/2022,04/21/2022,3097,128,1091,1,1
04/21/2022,07/31/2022,3098,164,1678,1,1
11/30/2022,10/04/2022,3099,171,330,1,1
03/27/2022,12/07/2022,3100,143,1058,1,1
09/16/2022,04/05/2022,3101,147,880,1,1
10/11/2022,02/24/2022,3102,180,1039,1,1
07/28/2022,10/23/2022,3103,180,1468,1,1
02/04/2022,09/08/2022,3104,127,115,1,1
04/04/2022,09/04/2022,3105,120,1399,1,1
12/16/2022,07/18/2022,3106,199,1524,1,1
09/29/2022,10/01/2022,3107,211,801,1,1
09/17/2022,07/23/2022,3108,156,82,1,1
10/08/2022,11/30/2022,3109,128,32,1,1
05/10/2022,09/07/2022,3110,201,1864,1,1
07/06/2022,11/30/2022,3111,165,473,1,1
05/03/2022,03/04/2022,3112,206,589,1,1
06/05/2022,07/22/2022,3113,135,1877,1,1
11/04/2022,12/18/2022,3114,161,1277,1,1
11/25/2022,09/09/2022,3115,170,288,1,1
11/13/2022,07/04/2022,3116,155,1294,1,1
05/25/2022,07/12/2022,3117,101,529,1,1
12/19/2022,01/10/2022,3118,154,1421,1,1
08/09/2022,09/19/2022,3119,186,1140,1,1
03/27/2022,08/09/2022,3120,138,288,1,1
12/29/2022,04/13/2022,3121,176,1420,1,1
02/02/2022,11/23/2022,3122,134,234,1,1
07/23/2022,10/16/2022,3123,142,1389,1,1
08/21/2022,11/28/2022,3124,130,670,1,1
06/07/2022,08/07/2022,3125,174,1300,1,1
10/03/2022,07/25/2022,3126,140,16,1,1
07/14/2022,06/13/2022,3127,146,1944,1,1
06/29/2022,10/15/2022,3128,117,926,1,1
12/14/2022,02/05/2022,3129,118,683,1,1
11/18/2022,06/06/2022,3130,201,1760,1,1
09/06/2022,03/16/2022,3131,100,1512,1,1
12/16/2022,06/11/2022,3132,165,638,1,1
10/05/2022,12/18/2022,3133,152,299,1,1
04/15/2022,02/04/2022,3134,179,992,1,1
09/28/2022,10/23/2022,3135,178,1135,1,1
05/23/2022,11/12/2022,3136,160,500,1,1
05/03/2022,03/31/2022,3137,150,466,1,1
06/17/2022,09/10/2022,3138,122,1120,1,1
12/23/2022,02/15/2022,3139,101,1768,1,1
03/04/2022,04/21/2022,3140,123,1252,1,1
08/15/2022,10/23/2022,3141,208,856,1,1
11/24/2022,10/26/2022,3142,102,1631,1,1
11/19/2022,08/25/2022,3143,129,1395,1,1
03/25/2022,07/19/2022,3144,132,830,1,1
01/31/2022,09/20/2022,3145,163,1590,1,1
04/04/2022,05/20/2022,3146,180,1139,1,1
03/20/2022,01/18/2022,3147,192,1217,1,1
03/06/2022,03/05/2022,3148,210,1540,1,1
07/01/2022,02/04/2022,3149,109,1257,1,1
02/25/2022,12/13/2022,3150,153,1344,1,1
04/21/2022,11/20/2022,3151,158,1634,1,1
04/23/2022,10/11/2022,3152,150,577,1,1
02/06/2022,06/12/2022,3153,175,282,1,1
08/22/2022,12/13/2022,3154,100,832,1,1
12/17/2022,07/02/2022,3155,173,1263,1,1
05/08/2022,10/31/2022,3156,168,131,1,1
02/03/2022,11/12/2022,3157,161,1781,1,1
04/12/2022,11/16/2022,3158,136,1454,1,1
02/28/2022,11/04/2022,3159,170,1068,1,1
07/13/2022,03/21/2022,3160,183,1845,1,1
04/02/2022,06/20/2022,3161,187,1249,1,1
11/26/2022,05/03/2022,3162,135,956,1,1
08/18/2022,02/17/2022,3163,108,1658,1,1
03/11/2022,06/20/2022,3164,109,1700,1,1
04/25/2022,12/13/2022,3165,133,36,1,1
11/14/2022,05/01/2022,3166,157,615,1,1
06/08/2022,10/18/2022,3167,103,1354,1,1
12/06/2022,04/21/2022,3168,116,1024,1,1
05/01/2022,01/14/2022,3169,112,1085,1,1
04/12/2022,09/18/2022,3170,203,1627,1,1
07/23/2022,06/26/2022,3171,128,1868,1,1
03/19/2022,12/06/2022,3172,168,1733,1,1
09/21/2022,08/21/2022,3173,155,975,1,1
02/19/2022,08/14/2022,3174,152,935,1,1
08/26/2022,07/14/2022,3175,163,938,1,1
07/29/2022,10/15/2022,3176,187,405,1,1
02/02/2022,08/08/2022,3177,169,668,1,1
02/03/2022,10/27/2022,3178,192,912,1,1
03/09/2022,12/04/2022,3179,165,433,1,1
07/19/2022,06/30/2022,3180,194,1623,1,1
12/21/2022,09/14/2022,3181,139,189,1,1
01/25/2022,05/07/2022,3182,130,230,1,1
12/14/2022,03/21/2022,3183,103,678,1,1
12/19/2022,11/08/2022,3184,206,444,1,1
12/21/2022,11/23/2022,3185,103,565,1,1
03/14/2022,07/27/2022,3186,117,1788,1,1
08/22/2022,06/18/2022,3187,128,1362,1,1
11/29/2022,11/15/2022,3188,122,1412,1,1
06/03/2022,03/11/2022,3189,197,1319,1,1
08/24/2022,09/11/2022,3190,104,330,1,1
04/23/2022,06/13/2022,3191,100,261,1,1
11/13/2022,08/02/2022,3192,103,410,1,1
08/07/2022,02/07/2022,3193,106,1742,1,1
07/16/2022,03/10/2022,3194,117,1708,1,1
02/24/2022,03/22/2022,3195,181,1,1,1
03/20/2022,11/09/2022,3196,104,486,1,1
07/07/2022,01/07/2022,3197,131,1800,1,1
03/04/2022,02/16/2022,3198,196,598,1,1
09/08/2022,11/11/2022,3199,109,1677,1,1
12/15/2022,07/20/2022,3200,155,1196,1,1
11/02/2022,10/06/2022,3201,197,1168,1,1
08/01/2022,09/10/2022,3202,100,1362,1,1
11/15/2022,10/29/2022,3203,184,363,1,1
08/07/2022,05/25/2022,3204,156,734,1,1
03/18/2022,06/08/2022,3205,188,438,1,1
08/15/2022,05/18/2022,3206,205,707,1,1
02/08/2022,04/09/2022,3207,141,1757,1,1
01/20/2022,06/12/2022,3208,171,1301,1,1
07/12/2022,12/05/2022,3209,195,1667,1,1
02/05/2022,03/05/2022,3210,127,1956,1,1
01/25/2022,04/20/2022,3211,206,1714,1,1
01/30/2022,03/20/2022,3212,161,1362,1,1
04/04/2022,08/23/2022,3213,130,436,1,1
04/10/2022,11/22/2022,3214,210,1827,1,1
12/16/2022,03/09/2022,3215,147,1932,1,1
09/27/2022,11/04/2022,3216,129,97,1,1
08/22/2022,08/24/2022,3217,139,388,1,1
09/06/2022,01/29/2022,3218,200,527,1,1
12/01/2022,02/12/2022,3219,147,709,1,1
03/04/2022,04/30/2022,3220,168,1744,1,1
04/29/2022,01/05/2022,3221,197,1491,1,1
08/04/2022,01/14/2022,3222,206,894,1,1
12/06/2022,11/11/2022,3223,113,778,1,1
07/20/2022,11/21/2022,3224,109,1384,1,1
11/02/2022,05/13/2022,3225,108,1372,1,1
02/04/2022,06/05/2022,3226,141,244,1,1
07/27/2022,07/12/2022,3227,121,1324,1,1
10/10/2022,02/09/2022,3228,103,1457,1,1
12/29/2022,04/10/2022,3229,189,1906,1,1
10/16/2022,05/04/2022,3230,200,1482,1,1
07/18/2022,01/27/2022,3231,149,585,1,1
05/22/2022,02/09/2022,3232,154,1210,1,1
08/29/2022,07/02/2022,3233,179,406,1,1
05/02/2022,08/11/2022,3234,158,1124,1,1
04/08/2022,09/30/2022,3235,171,1609,1,1
01/18/2022,06/01/2022,3236,133,1731,1,1
02/20/2022,10/07/2022,3237,179,708,1,1
09/02/2022,10/26/2022,3238,176,537,1,1
12/28/2022,06/24/2022,3239,183,369,1,1
02/28/2022,12/31/2022,3240,121,1851,1,1
08/25/2022,11/07/2022,3241,124,1185,1,1
10/16/2022,07/31/2022,3242,106,185,1,1
08/10/2022,04/11/2022,3243,155,891,1,1
12/03/2022,02/17/2022,3244,169,729,1,1
04/16/2022,04/26/2022,3245,123,1246,1,1
12/26/2022,05/14/2022,3246,127,1039,1,1
06/05/2022,12/17/2022,3247,174,722,1,1
05/18/2022,01/30/2022,3248,160,242,1,1
03/25/2022,10/20/2022,3249,140,1960,1,1
03/09/2022,03/29/2022,3250,178,1185,1,1
10/16/2022,09/23/2022,3251,102,354,1,1
10/25/2022,12/12/2022,3252,192,229,1,1
01/31/2022,11/08/2022,3253,120,1711,1,1
08/26/2022,08/04/2022,3254,178,722,1,1
07/01/2022,11/28/2022,3255,163,1161,1,1
08/01/2022,08/12/2022,3256,196,419,1,1
07/07/2022,06/19/2022,3257,186,1359,1,1
01/26/2022,06/10/2022,3258,142,324,1,1
10/04/2022,01/15/2022,3259,115,628,1,1
10/19/2022,07/08/2022,3260,211,152,1,1
04/19/2022,07/30/2022,3261,204,491,1,1
07/13/2022,05/19/2022,3262,108,1098,1,1
07/03/2022,04/13/2022,3263,128,1596,1,1
07/01/2022,12/28/2022,3264,199,1711,1,1
10/17/2022,11/04/2022,3265,129,1622,1,1
07/12/2022,02/24/2022,3266,111,91,1,1
09/29/2022,11/09/2022,3267,150,1165,1,1
12/17/2022,02/17/2022,3268,168,299,1,1
01/06/2022,06/13/2022,3269,208,828,1,1
08/12/2022,01/28/2022,3270,116,216,1,1
03/20/2022,03/01/2022,3271,175,1713,1,1
07/23/2022,03/09/2022,3272,149,475,1,1
09/06/2022,04/28/2022,3273,136,545,1,1
12/08/2022,11/07/2022,3274,125,347,1,1
02/15/2022,07/24/2022,3275,154,269,1,1
08/13/2022,11/22/2022,3276,120,76,1,1
09/20/2022,05/21/2022,3277,142,1742,1,1
09/06/2022,11/01/2022,3278,111,793,1,1
08/28/2022,05/09/2022,3279,137,884,1,1
05/19/2022,02/26/2022,3280,175,498,1,1
03/07/2022,10/15/2022,3281,211,585,1,1
01/23/2022,04/26/2022,3282,179,1458,1,1
10/15/2022,08/08/2022,3283,186,1273,1,1
01/31/2022,10/19/2022,3284,115,564,1,1
08/15/2022,06/08/2022,3285,128,1332,1,1
08/12/2022,10/01/2022,3286,139,1342,1,1
12/22/2022,03/13/2022,3287,135,350,1,1
02/22/2022,09/11/2022,3288,123,1022,1,1
05/12/2022,08/24/2022,3289,148,783,1,1
03/29/2022,02/16/2022,3290,142,547,1,1
08/01/2022,11/29/2022,3291,155,627,1,1
08/13/2022,11/12/2022,3292,199,249,1,1
05/24/2022,02/06/2022,3293,159,1059,1,1
02/21/2022,11/03/2022,3294,109,390,1,1
09/07/2022,11/17/2022,3295,184,183,1,1
11/20/2022,04/12/2022,3296,163,1897,1,1
01/20/2022,10/25/2022,3297,116,1030,1,1
07/10/2022,01/09/2022,3298,152,1067,1,1
05/22/2022,08/07/2022,3299,181,278,1,1
12/03/2022,12/16/2022,3300,130,128,1,1
06/10/2022,11/27/2022,3301,189,465,1,1
11/27/2022,05/04/2022,3302,151,297,1,1
12/17/2022,05/31/2022,3303,209,1781,1,1
10/14/2022,09/04/2022,3304,113,1999,1,1
02/22/2022,09/25/2022,3305,114,134,1,1
06/20/2022,03/08/2022,3306,199,839,1,1
09/21/2022,11/05/2022,3307,195,1804,1,1
06/01/2022,11/24/2022,3308,134,338,1,1
10/24/2022,08/24/2022,3309,185,977,1,1
11/13/2022,01/20/2022,3310,199,1221,1,1
01/15/2022,05/22/2022,3311,117,1995,1,1
11/05/2022,08/27/2022,3312,184,1195,1,1
12/29/2022,09/04/2022,3313,195,638,1,1
01/01/2022,05/16/2022,3314,124,814,1,1
10/28/2022,05/25/2022,3315,110,246,1,1
06/08/2022,09/17/2022,3316,127,1282,1,1
01/07/2022,07/02/2022,3317,174,1748,1,1
05/24/2022,10/17/2022,3318,133,1135,1,1
01/24/2022,03/27/2022,3319,194,928,1,1
01/31/2022,04/05/2022,3320,145,567,1,1
06/07/2022,03/19/2022,3321,113,1092,1,1
11/26/2022,11/03/2022,3322,175,1215,1,1
09/18/2022,03/02/2022,3323,151,879,1,1
02/16/2022,01/28/2022,3324,150,970,1,1
10/03/2022,09/05/2022,3325,104,543,1,1
10/30/2022,02/23/2022,3326,163,79,1,1
09/01/2022,10/28/2022,3327,150,1744,1,1
09/11/2022,12/27/2022,3328,171,1053,1,1
07/25/2022,12/23/2022,3329,151,693,1,1
11/30/2022,08/23/2022,3330,185,1172,1,1
11/06/2022,08/08/2022,3331,115,1478,1,1
09/15/2022,04/16/2022,3332,170,427,1,1
05/12/2022,06/13/2022,3333,119,1405,1,1
07/19/2022,06/17/2022,3334,159,1450,1,1
10/10/2022,02/14/2022,3335,156,1218,1,1
03/23/2022,07/22/2022,3336,125,270,1,1
07/06/2022,01/01/2022,3337,101,110,1,1
06/15/2022,06/01/2022,3338,203,1608,1,1
06/26/2022,11/10/2022,3339,136,310,1,1
08/23/2022,09/12/2022,3340,190,834,1,1
09/19/2022,08/13/2022,3341,154,1739,1,1
06/30/2022,09/10/2022,3342,120,159,1,1
03/08/2022,09/27/2022,3343,199,572,1,1
01/12/2022,09/09/2022,3344,171,1410,1,1
01/03/2022,03/29/2022,3345,169,834,1,1
10/08/2022,12/21/2022,3346,181,763,1,1
03/05/2022,09/23/2022,3347,151,1360,1,1
03/21/2022,01/24/2022,3348,211,1279,1,1
08/23/2022,12/17/2022,3349,128,534,1,1
04/16/2022,12/15/2022,3350,197,207,1,1
01/03/2022,05/14/2022,3351,172,1585,1,1
07/07/2022,06/22/2022,3352,167,1157,1,1
05/29/2022,04/04/2022,3353,197,1521,1,1
12/12/2022,02/19/2022,3354,160,1067,1,1
12/27/2022,08/16/2022,3355,111,1673,1,1
03/28/2022,07/31/2022,3356,210,63,1,1
01/05/2022,07/14/2022,3357,152,119,1,1
02/08/2022,12/19/2022,3358,122,1101,1,1
03/03/2022,05/05/2022,3359,210,426,1,1
09/04/2022,11/02/2022,3360,208,1403,1,1
11/08/2022,01/07/2022,3361,170,1814,1,1
06/17/2022,05/01/2022,3362,207,1612,1,1
01/12/2022,05/30/2022,3363,138,1119,1,1
10/24/2022,01/01/2022,3364,157,241,1,1
02/18/2022,10/21/2022,3365,135,1478,1,1
12/23/2022,01/18/2022,3366,111,1230,1,1
12/20/2022,04/20/2022,3367,203,301,1,1
10/03/2022,11/02/2022,3368,144,1017,1,1
05/04/2022,01/22/2022,3369,174,1455,1,1
01/03/2022,05/29/2022,3370,163,533,1,1
08/07/2022,11/29/2022,3371,178,1918,1,1
11/30/2022,06/22/2022,3372,204,339,1,1
04/18/2022,02/03/2022,3373,125,1488,1,1
12/10/2022,06/17/2022,3374,186,173,1,1
12/01/2022,06/10/2022,3375,134,260,1,1
09/05/2022,02/06/2022,3376,125,205,1,1
05/05/2022,07/30/2022,3377,196,273,1,1
01/26/2022,05/23/2022,3378,181,371,1,1
11/26/2022,08/07/2022,3379,129,825,1,1
06/03/2022,08/12/2022,3380,209,153,1,1
03/10/2022,05/01/2022,3381,133,797,1,1
11/11/2022,12/31/2022,3382,104,587,1,1
09/06/2022,11/07/2022,3383,166,1466,1,1
10/09/2022,11/21/2022,3384,182,1549,1,1
08/29/2022,08/14/2022,3385,147,1525,1,1
06/01/2022,01/12/2022,3386,161,1143,1,1
01/17/2022,09/26/2022,3387,171,598,1,1
03/09/2022,03/16/2022,3388,208,381,1,1
02/19/2022,04/29/2022,3389,150,951,1,1
04/29/2022,07/27/2022,3390,184,953,1,1
06/20/2022,04/09/2022,3391,179,2000,1,1
06/09/2022,06/25/2022,3392,171,1222,1,1
03/26/2022,03/17/2022,3393,187,771,1,1
08/18/2022,01/02/2022,3394,182,1465,1,1
06/02/2022,02/13/2022,3395,128,72,1,1
02/21/2022,01/21/2022,3396,172,1373,1,1
02/10/2022,01/27/2022,3397,154,1823,1,1
05/21/2022,11/27/2022,3398,210,558,1,1
11/18/2022,10/25/2022,3399,166,547,1,1
08/22/2022,04/02/2022,3400,118,824,1,1
04/03/2022,11/30/2022,3401,176,1480,1,1
08/28/2022,07/19/2022,3402,102,1741,1,1
07/12/2022,07/05/2022,3403,112,1731,1,1
09/30/2022,02/04/2022,3404,155,905,1,1
12/31/2022,07/16/2022,3405,126,1229,1,1
11/01/2022,08/23/2022,3406,143,933,1,1
12/10/2022,12/31/2022,3407,176,460,1,1
01/13/2022,02/25/2022,3408,149,111,1,1
11/21/2022,05/01/2022,3409,168,904,1,1
03/22/2022,10/22/2022,3410,174,225,1,1
09/20/2022,05/24/2022,3411,115,1802,1,1
09/14/2022,09/07/2022,3412,202,157,1,1
03/25/2022,03/14/2022,3413,134,48,1,1
07/16/2022,04/30/2022,3414,123,393,1,1
04/27/2022,10/12/2022,3415,162,799,1,1
11/06/2022,09/07/2022,3416,189,365,1,1
10/27/2022,09/08/2022,3417,183,1462,1,1
04/05/2022,11/08/2022,3418,138,442,1,1
02/12/2022,07/07/2022,3419,137,595,1,1
09/09/2022,11/30/2022,3420,137,321,1,1
03/11/2022,04/29/2022,3421,147,1581,1,1
06/14/2022,03/07/2022,3422,201,92,1,1
04/06/2022,10/22/2022,3423,188,707,1,1
11/27/2022,04/29/2022,3424,141,1985,1,1
10/01/2022,11/18/2022,3425,182,1308,1,1
05/03/2022,01/06/2022,3426,189,304,1,1
03/25/2022,12/03/2022,3427,162,116,1,1
10/03/2022,07/25/2022,3428,149,1379,1,1
10/29/2022,02/25/2022,3429,123,1167,1,1
12/18/2022,04/16/2022,3430,182,1556,1,1
10/10/2022,02/09/2022,3431,118,662,1,1
12/21/2022,01/28/2022,3432,125,1240,1,1
03/12/2022,02/07/2022,3433,211,1843,1,1
10/16/2022,06/19/2022,3434,181,567,1,1
02/04/2022,07/17/2022,3435,155,296,1,1
12/14/2022,04/06/2022,3436,186,1775,1,1
12/01/2022,01/19/2022,3437,193,1713,1,1
12/04/2022,07/07/2022,3438,189,1587,1,1
12/22/2022,02/17/2022,3439,197,1901,1,1
04/10/2022,09/28/2022,3440,174,1858,1,1
05/07/2022,08/24/2022,3441,172,1095,1,1
09/13/2022,03/29/2022,3442,103,1050,1,1
01/02/2022,03/28/2022,3443,201,140,1,1
06/26/2022,05/30/2022,3444,203,1566,1,1
03/13/2022,03/17/2022,3445,174,38,1,1
05/02/2022,10/29/2022,3446,188,1359,1,1
10/04/2022,06/12/2022,3447,122,219,1,1
09/09/2022,08/13/2022,3448,181,1994,1,1
10/08/2022,03/12/2022,3449,207,1767,1,1
10/25/2022,04/19/2022,3450,102,1866,1,1
04/30/2022,10/21/2022,3451,149,119,1,1
11/13/2022,06/04/2022,3452,209,1860,1,1
05/24/2022,10/01/2022,3453,141,1641,1,1
12/06/2022,02/19/2022,3454,160,29,1,1
07/09/2022,06/01/2022,3455,147,179,1,1
05/31/2022,08/21/2022,3456,138,538,1,1
11/10/2022,01/18/2022,3457,100,1349,1,1
05/23/2022,01/10/2022,3458,168,173,1,1
03/02/2022,07/20/2022,3459,186,1065,1,1
08/15/2022,01/16/2022,3460,189,1653,1,1
03/20/2022,09/17/2022,3461,186,921,1,1
10/25/2022,02/19/2022,3462,112,566,1,1
12/05/2022,08/27/2022,3463,112,1310,1,1
04/09/2022,04/11/2022,3464,159,288,1,1
02/03/2022,05/03/2022,3465,101,1485,1,1
12/17/2022,12/16/2022,3466,109,1083,1,1
11/05/2022,01/20/2022,3467,205,1636,1,1
03/18/2022,12/28/2022,3468,156,1123,1,1
10/26/2022,08/11/2022,3469,208,1544,1,1
04/29/2022,10/27/2022,3470,153,230,1,1
04/09/2022,05/06/2022,3471,138,1247,1,1
04/05/2022,01/27/2022,3472,180,1356,1,1
12/11/2022,03/03/2022,3473,128,735,1,1
05/13/2022,05/01/2022,3474,171,1871,1,1
03/11/2022,10/07/2022,3475,168,202,1,1
02/02/2022,09/17/2022,3476,165,221,1,1
07/21/2022,10/23/2022,3477,169,1522,1,1
05/01/2022,04/20/2022,3478,135,911,1,1
01/04/2022,06/20/2022,3479,194,1914,1,1
08/01/2022,02/01/2022,3480,129,637,1,1
11/29/2022,06/22/2022,3481,164,141,1,1
11/07/2022,06/05/2022,3482,137,650,1,1
06/17/2022,10/31/2022,3483,133,468,1,1
06/25/2022,07/27/2022,3484,101,1783,1,1
11/21/2022,03/29/2022,3485,147,1772,1,1
03/01/2022,10/02/2022,3486,206,1188,1,1
07/27/2022,10/19/2022,3487,133,1235,1,1
03/15/2022,09/22/2022,3488,106,241,1,1
11/24/2022,11/07/2022,3489,156,1426,1,1
05/21/2022,01/29/2022,3490,136,1214,1,1
05/20/2022,04/28/2022,3491,140,1881,1,1
02/18/2022,05/02/2022,3492,130,947,1,1
12/06/2022,08/23/2022,3493,206,1583,1,1
08/14/2022,06/30/2022,3494,166,106,1,1
03/24/2022,05/05/2022,3495,132,372,1,1
12/07/2022,01/04/2022,3496,145,1576,1,1
07/09/2022,01/30/2022,3497,153,649,1,1
06/02/2022,10/01/2022,3498,190,1379,1,1
09/05/2022,08/03/2022,3499,127,675,1,1
05/25/2022,03/20/2022,3500,156,1376,1,1
